name,address,rating
"L'Émir, aux Mille et Une Nuits","44, quai Saint Vincent 69001 Lyon","7,5"
Le Boudoir,"13, place Jules Ferry 69006 Lyon","7,5"
Alter Ego,"42, rue Franklin 69002 Lyon","8,6"
Le Comptoir du Narval,"70, avenue du Point du Jour 69005 Lyon",7
Due by Maurizio,"8, rue Jouffroy d'Abbans 69009 Lyon","9,1"
Villa Bachut,315 Avenue Berthelot 69008 Lyon,"8,9"
"Le Un, Deux, Trois","1 Place Neuve Saint-Jean, Lyon, France 69005 Lyon","8,7"
Le Koodeta,"6, rue Lavoisier 69003 Lyon","9,2"
Flora,"34, rue du Dauphiné 69003 Lyon",9
Gochi Gerland,3 rue Challemel Lacour 69007 Lyon,"8,5"
Le Comptoir du Boeuf,"2, place Neuve Saint-Jean 69005 Lyon","8,3"
Le Quai 31,"31, quai Gailleton 69002 Lyon","8,2"
Gingko,51 avenue Jean Mermoz 69008 Lyon,"8,5"
Le Buldo,"2, quai Raoul Carrié 69009 Lyon",8
Le Polo Club,"9, rue des 4 Châpeaux 69002 Lyon","8,1"
Kohinoor,"116, rue Paul Bert 69003 Lyon","7,8"
Le Moment,"33, rue de Saint Cyr 69009 Lyon","9,4"
Pizzeria Napoli,"45, rue Franklin 69002 Lyon","8,9"
Pain et Cie,"13-15, rue des Quatre Chapeaux 69002 Lyon","8,4"
Le Tibouren,"16, rue Bonald 69007 Lyon",9
La Table,"8, place Tabareau 69004 Lyon","9,1"
La Bodeguita Cubana,"44, rue de Cuire 69003 Lyon",9
23 Restaurant - Caviste Bio,"23, rue René Leynaud 69001 Lyon","9,1"
Imouto,"21, rue Pasteur 69007 Lyon","9,3"
Doshilack,"28, rue Marseille 69007 Lyon","9,4"
L'Acteur,"5, rue Charles Dullin 69002 Lyon","9,1"
Cosy Corner,"1, rue Soufflot 69005 Lyon","8,9"
Diplomatico,"1, quai des Célestins 69002 Lyon","9,3"
Restaurant 33 Cité,"33, quai Charles de Gaulle 69006 Lyon","8,6"
Osteria Valenti,"3, place Commandant Arnaud 69004 Lyon","8,8"
L'Âme Sœur,"209, rue Dugesclin 69003 Lyon","9,1"
L'Eau Salée,"4, rue des 3 Maries 69005 Lyon","8,8"
Chez Roland,"87, boulevard De La Croix Rousse 69004 Lyon","8,4"
Butcher,"30, rue Lanterne 69001 Lyon",9
Monkey Club,"19, place Tolozan 69001 Lyon","8,4"
Le Petit Frère,"76, rue Massena 69006 Lyon","8,6"
Le Bienfait,"6, rue François Dauphin 69002 Lyon","8,7"
Aux Vieux Murs,"20, rue Royale 69001 Lyon",9
Les Saveurs de Py,"8, rue Pailleron 69004 Lyon",9
Chez Hugon,"12, rue Pizay 69001 Lyon","9,2"
Au Petit Bouchon Chez Georges,"8, rue Garet 69001 Lyon","9,1"
L'art et la Manière,"102, grande rue de la Guillotière 69007 Lyon","8,7"
Chez Terra,"81, rue Duguesclin 69006 Lyon",9
L'Auberge Savoyarde,72 Avenue des Freres Lumiere 69008 Lyon,"9,1"
Comme chez Mathilde,"66, rue Saint Jean 69005 Lyon","7,7"
Le Café du Peintre,"50, boulevard des Brotteaux 69006 Lyon","7,8"
Wallace Bar,"2, rue Octavio Mey 69005 Lyon","7,3"
Phnom Pich,"13, rue Passet 69007 Lyon","8,8"
Le Winch,"62, rue Mercière 69002 Lyon","9,1"
Le Béranger,"1, rue Béranger 69006 Lyon","8,9"
Chez les Gones,"102, cours Lafayette 69003 Lyon","8,7"
Il Palio,"2, rue Duhamel 69002 Lyon","9,2"
Chez Léon,"102, cours Lafayette 69003 Lyon",9
Orange à la Cannelle,"20, rue de Bourgogne 69009 Lyon","8,5"
La Brasserie des Croix Roussiens,"8, rue de Cuire 69004 Lyon","8,5"
La Traboulerie,"58, rue Mercière 69002 Lyon","9,4"
Le Montana,"26, rue Jean-Baptiste Say 69004 Lyon","8,8"
Le Riva Café,"23, quai Général Sarrail 69006 Lyon","7,5"
Bernachon,"42, cours Franklin Roosevelt 69006 Lyon",
Ré-Confort,"5, rue Confort 69002 Lyon",
Auberge Rabelais,"39, rue Saint Jean 69005 Lyon","8,9"
Le Cèdre Bleu,"10, quai Romain Rolland 69005 Lyon","9,1"
Détends-Toi,"6, rue du Petit David 69002 Lyon","8,9"
Gumps Corner,"25, place Carnot 69002 Lyon","8,6"
La Chine,"21, rue Condé 69002 Lyon","7,9"
Le Coquemar,"25, montée Cardinal Decourtray 69005 Lyon",9
Via Veneto,"86, cours Vitton 69006 Lyon","9,5"
Spécial Pizza,"42, rue Mercière 69002 Lyon",8
Mamma,"10, rue Pleney 69001 Lyon","8,9"
La Jonque D'Or,"20, rue Pasteur 69007 Lyon","8,6"
Le Bouchon de l'Opéra,"11, rue des Capucins 69001 Lyon","7,1"
Giovany's ristorante,"3, place de la Baleine 69005 Lyon","9,1"
Le Venezia,"237, rue Marcel Mérieux 69007 Lyon","8,8"
Woko,"17, rue du docteur Bouchut 69003 Lyon","8,9"
Café Comptoir du Commerce,"16, quai du Commerce 69009 Lyon","9,1"
Le Petit Salon-Maison Rousseau,"102, cours Lafayette 69003 Lyon","8,9"
Sol Café,"28, rue du Boeuf 69005 Lyon","8,7"
Hong Ha,"21, rue Saint-Jean 69005 Lyon","9,2"
Le Carré des Saveurs,"2, place des Célestins 69002 Lyon",9
Mon Père était Limonadier,"9, rue Justin Godart 69004 Lyon","8,5"
B.Bleu-Côté Ville,"46, rue de Sèze 69006 Lyon","8,5"
Café Gadagne,"5, place du Petit Collège 69005 Lyon","9,4"
Le Morgon,"2, rue Baraban 69006 Lyon","8,8"
Le Mercière,"56, rue Mercière 69002 Lyon","7,5"
Le Petit Gadin,"17, rue d'Austerlitz 69004 Lyon",
San Marco,"102, Grande Rue de la Guillotière 69006 Lyon","8,7"
Le Petit Grain,"19, rue de la Charité 69002 Lyon",9
La Cuisine,"9, rue Saint-Polycarpe 69001 Lyon","9,1"
"La Voûte, Chez Lea","11, place Antonin Gourju 69002 Lyon","8,2"
Le Gourmet de Sèze - Bernard Mariller,125 Rue de Sèze 69006 Lyon,"8,7"
L'Embuscade,"10, quai Rambaud 69002 Lyon","7,9"
Le Coeur en Bouche,"54, rue Ney 69006 Lyon","8,1"
Maison Saveur,"118, rue des Charmettes 69006 Lyon","6,2"
Grain de Folie,"1, rue Dumont d'Urville			
 69004 Lyon","9,5"
Le Verre et l'Assiette,"20, Grande Rue de Vaise 69009 Lyon","7,6"
Belle Île,"71, rue Masséna 69006 Lyon","6,2"
Café Cousu,"14, rue René Leynaud passage thiaffait 69001 Lyon","9,1"
Le Mandarin,"15, rue Lanterne 69001 Lyon","8,9"
Sakura,"67, boulevard de la Croix-Rousse 69004 Lyon","8,7"
Les Saveurs Exotiques,"27, rue René Leynaud 69001 Lyon","9,2"
Mon Histoire dans l'Assiette,"10, rue Longue 69001 Lyon",9
Angelina,"42, boulevard Eugène Deruelle 69003 Lyon","8,5"
Les Terrasses Saint Pierre,"20, place des Terreaux 69001 Lyon","8,5"
Treize et 3,"16, rue Hippolyte Flandrin 69001 Lyon","9,4"
Iceo,"147, avenue Jean Jaurès 69007 Lyon","8,8"
Dionysos,"3, avenue Général Brosset 69006 Lyon","7,5"
Miga Opéra,5 Rue Pizay 69001 Lyon,
Le Catalpa Gourmand,"38, rue de l'Arbre Sec 69001 Lyon",
La Terrasse,4 Quai Victor Augagneur 69003 Lyon,
Perle Caspienne,"58, rue Paul Bert 69003 Lyon",
Le Pago Pago,"13, quai Romain Rolland 69005 Lyon","8,1"
Bistrot de la Passerelle,"36, quai Saint-Antoine 69002 Lyon","7,9"
La Mélodie du Piano,"1, rue Général Plessier 69002 Lyon",8
Cuisine et Croix-Roussiens,"2, rue de Belfort 69004 Lyon","8,7"
Le Firenze,"97, rue de Gerland 69007 Lyon","8,4"
Le Bon Coin,"15, rue Vauban 69006 Lyon","7,9"
Le Rialto,"14, avenue Georges Pompidou 69003 Lyon","8,8"
Le Cabochon - Appart-Hôtels Park&Suites,"111, boulevard Vivier Merle 69003 Lyon","8,5"
Caffé Italien,"3, quai Antoine Riboud 69002 Lyon","7,8"
Le Georgette,"25, quai Victor Augagneur 69003 Lyon","7,8"
L'ACTE 1,"29, rue Molière 69006 Lyon","9,1"
Brasserie Francotte,"8, place des Célestins 69002 Lyon","8,9"
Neroliva,"13, rue Juliette Récamier 69006 Lyon","8,7"
Chez M'man,"4, rue des Marronniers 69002 Lyon","9,2"
Café Restaurant Du Soleil,"2, rue St Georges 69005 Lyon",9
Mommessin Restaurant et Vins	,"6, rue de Sèze			
 69006 Lyon","8,5"
La Gargotte,"15, rue Royale 69001 Lyon","8,5"
En Mets Fais Ce Qu'il Te Plait,"43, rue Chevreul 69007 Lyon","9,4"
Le Trocadero - Gérard Duc,"16, cours Vitton 69006 Lyon","8,8"
Les Adrets - Jean-Luc Wesolowski,"30, rue du Boeuf 69005 Lyon","7,5"
Maison Villemanzy,"25, montée Saint-Sébastien 69001 Lyon",
Le Caveau des Gourmands,"3, rue Valfenière 69001 Lyon",
Ban Thai,"34, rue Ferrandière 69002 Lyon",
La Brasserie des Confluences,83 Cours Charlemagne 69002 Lyon,
Le Passe Temps,52 Rue Tronchet 69006 Lyon,
King Marcel,31 Rue Merciere 69002 Lyon,"9,1"
Etna,13 Quai Perrache 69002 Lyon,"8,9"
Le Ferrari,"162, cours du Docteur Long 69003 Lyon","8,7"
Hippolyte,22 Rue Hippolyte Flandrin 69001 Lyon,"9,2"
Chez Marli 100% Brasil,"8 Rue Rivet, Lyon, France 69001 Lyon",9
O Sidney,"113, boulevard Marius Vivier Merle 69003 Lyon","8,5"
L'Epicerie,"2, rue de la Monnaie 69002 Lyon","8,5"
Les P'tits Pères,"23, rue de l'Arbre Sec 69001 Lyon","9,4"
Le Comptoir du Vin,"2, rue Belfort 69004 Lyon","8,8"
Brasserie Georges,"30, cours de Verdun 69002 Lyon","7,5"
Les Retrouvailles,"38, rue Boeuf 69005 Lyon",
Le Bourgogne,"53-55, rue de Bourgogne 69009 Lyon",
Pique Nique en Ville,"4, rue Dubois 69002 Lyon",
Pierre et Martine,"4, rue Ferrachat 69005 Lyon",
Aux 24 Colonnes,"10, rue des 3 Maries 69005 Lyon",
Raj Mahal,"10, rue Saint-Jean 69005 Lyon",
Big Fernand,"36 , rue Ferrandière 69002 Lyon",
Ti Amo Maria,"16, rue Casimir Périer 69002 Lyon",
Le Poivron Bleu,"12, rue du Professeur Weill 69006 Lyon",
Le Garet,"7, rue du Garet 69001 Lyon",
Café Muller,"177, avenue Thiers 69006 Lyon",
Alyssaar,"29, rue Bât d'Argent 69001 Lyon",
Chez Mounier,"3, rue des Marroniers 69002 Lyon",
Eleven Bar Restaurant,"11, avenue Sidoine Apollinaire 69009 Lyon",
La Mère Jean,"5, rue des Marroniers 69005 Lyon",
L'Instant Fromage,"31, rue Saint Hélène 69002 Lyon","8,2"
Ponts et Passerelles,"5, place du Docteur Gailleton 69002 Lyon","9,2"
Palégrié,"8, rue Palais-Grillet 69002 Lyon","8,4"
Le 126,"126, rue de Sèze 69006 Lyon","7,7"
Café de la Ficelle,"2, avenue du Doyenné 69005 Lyon","7,9"
Best Bagels,"1 Place Tobie Robatel, 69001 Lyon, France 69001 Lyon","9,1"
La Table de Diane,"31, rue Ferrandière 69002 Lyon","8,9"
Le Silo - Ninkasi Gerland,"267, rue Marcel Mérieux 69007 Lyon","8,7"
Vers le Bonheur,"13-15, rue Terme
 69001 Lyon","9,2"
Nulle Pierre Ailleurs,"2, quai Romain Rolland 69005 Lyon",9
Novotel Café Gerland,"70, avenue Leclerc 69007 Lyon","8,5"
La Maison Thai,"85, rue Massena 69006 Lyon","8,5"
La P'tite Ardoise,"12, rue Monseigneur Lavarenne			
 69005 Lyon","9,4"
Le Pique Assiette,"4, rue de la Baleine 69005 Lyon","8,8"
Broc' Café,"2, place de l'Hôpital 69002 Lyon","7,5"
Appelez-moi Rose,"36, rue de l'Arbre Sec 69001 Lyon",
Le Touareg,"38, rue du Boeuf 69005 Lyon",
Entre-nous,"30, rue de Docks 69009 Lyon",
Noboru,28 rue Henri Germain 69002 Lyon,
Café des Fédérations,"10, rue du Major Martin 69001 Lyon",
Ma Table en Italie,"31 Rue Ney, 69006 Lyon, France 69006 Lyon",
La Blanche Hermine,"91, cours Gambetta 69003 Lyon",
Docks 40,40 quai Rambaud  69002 Lyon,
La Nonna Autrement,"123, rue de Sèze 69006 Lyon",
La Bohème,"17, rue Hippolyte Flandrin 69001 Lyon",
Comme chez Moi,"149, rue Cuvier 69006 Lyon","8,9"
Minus et Compagnie,"25, Rue du Chariot d'Or 69004 Lyon","9,1"
L'Artiste et le Cuisinier,"3, rue de Belfort 69004 Lyon","8,9"
La Mère Cottivet,"20, rue Palais Grillet 69002 Lyon","8,1"
Le Bouchon des Berges,"7, rue Part Dieu 69003 Lyon","7,9"
Le Jean Moulin,"22, rue Gentil 69002 Lyon","8,9"
John Rosiak,"14, quai Jayr 69009 Lyon","8,6"
Daniel et Denis St Jean-La Machonnerie,"36, rue Tramassac 69005 Lyon","9,2"
Le Jardin de Berthe Opéra,"21, rue de l'Arbre Sec 69001 Lyon","8,3"
Brasserie des Brotteaux,"1, place Jules Ferry 69006 Lyon","8,7"
Mai Thai,"199, rue Créqui 69003 Lyon","8,4"
Bangkok Royal,"40, rue Sergent Blandan 69001 Lyon","9,1"
Le Pop,"12 Quai Maréchal Joffre, Lyon, France 69002 Lyon","8,9"
Elephant and Castle,"16, Quai de Bondy 69005 Lyon","8,7"
Miraflores - Carlos Camino,"60, rue Garibaldi 69006 Lyon","9,2"
Le Jardin d'à Côté,"10, rue sergent Michel Berthet 69009 Lyon",9
Le Cabaretier,"6, rue de la Fronde 69005 Lyon","8,5"
La Mouss'tache,"2, rue Saint Georges 69005 Lyon","8,5"
Le Bistrot des Voraces,"13, rue d’Austerlitz 69004 Lyon","9,4"
Coréen Barbecue,"10, rue Confort 69002 Lyon","8,8"
Tomo,"7, rue Pierre Corneille 69006 Lyon","7,5"
Le Bouchon Lustré,"55, rue Mercière 69002 Lyon",
Les Frangins,"9, rue des Marronniers 69002 Lyon",
Quai 50,"50, quai Paul Sédaillan 69009 Lyon",
Crêperie L'Ecume,"8, rue Professeur Weill 69006 Lyon",
Il Fico,54 Rue Ney 69006 Lyon,"8,3"
Café de Lyon,Centre Commercial Part-Dieu 69003 Lyon,"5,3"
Les Apprentis,"24, rue Professeur Weill 69006 Lyon","8,7"
Café Nova,10 rue de Saint Cyr 69009 Lyon,"9,2"
Le Poêlon d'Or,"29, rue Remparts d'Ainay 69002 Lyon","9,4"
Le Carnegie Hall,"253, rue Marcel Mérieux 69007 Lyon","9,7"
Le Fleurie,"123, rue Gerland 69007 Lyon","9,1"
Indo Café,"14, rue de la Thibaudière 69007 Lyon","9,1"
Les Chats Siamois,"4, petite rue des Feuillants 69001 Lyon","8,9"
Balthaz'art,"7, rue des Pierres Plantées 69001 Lyon","8,7"
Sushido,"169, rue Cuvier 69006 Lyon","9,2"
La Limonade de Marinette,"46 Rue Saint-Georges, 69005 Lyon, France 69005 Lyon",9
Novotel Confluence,"3, rue Paul Montrochet 69002 Lyon","8,5"
Sapori e Colori,"200, rue de Créqui 69003 Lyon","8,5"
Brasserie le Caveau,5 place Antonin Poncet 69002 Lyon,"9,4"
Jasmin Garden,"70, rue St Jean 69005 Lyon","8,8"
Le Bouchon des Antiquaires,"1, place Jules Ferry 69006 Lyon","7,5"
Lyon-Dakar,"227, rue Créqui 69003 Lyon",
Les Lyonnais Bouchon,"1, rue Tramassac 69005 Lyon",
L'Archange,"6, rue Hippolyte Flandrin 69001 Lyon",
Chez Pierre,"2, rue Mazenod 69003 Lyon",
Le Bistrot des Maquignons,"113, grande rue de la Guillotiere 69007 Lyon",
Chez les Garçons,"5, rue Cuvier 69006 Lyon",
Bistro Régent,5-7 rue des Marronniers 69002 Lyon,
Casseroles et Vieilles Gamelles,"64, grande rue de la Croix-Rousse 69004 Lyon",
Recto Verso,"133, rue Bugeaud 69006 Lyon","8,5"
L'Atelier des Augustins,"11, rue des Augustins 69001 Lyon","9,2"
Chez Sylvie,"30, rue Tupin 69002 Lyon","9,3"
Mozzato,"63, rue Mercière 69002 Lyon","8,9"
Wasabi,"76, rue d'Anvers 69007 Lyon","8,8"
L'Escarcelle,"27, quai Saint Vincent 69001 Lyon","9,1"
Chez Albert,"10, Place Fernand Rey 69001 Lyon","8,9"
Mon Bistrot A Moi,"84, cours Vitton 69006 Lyon","8,7"
Le Chalut - Hôtel Axotel,"12-16, rue Marc-Antoine Petit 69002 Lyon","9,2"
Franklin's Steakhouse,"41, rue Franklin 69002 Lyon",9
Le Laurencin,"24 Rue Saint-Jean, Lyon, France 69005 Lyon","8,5"
Mamamia Pizza,"69, rue de Gerland 69007 Lyon","8,5"
Le Temps d'un Repas,"112, rue de Saint Cyr 69009 Lyon","9,4"
Bistrot de Saint Jean,"3, place de Petit Collège 69005 Lyon","8,8"
Le Messob,"85, rue Masséna 69006 Lyon","7,5"
L'Hostel,"2, place de l'Hôpital 69002 Lyon",
Mama Africa,126 rue Sebastien Gryphe 69007 Lyon,
Le François Villon,"20 Rue du Bœuf, Lyon, France 69005 Lyon",
Ze Zanzibar,96 Rue Pierre Corneille 69003 Lyon,
Bistrot Charcot,"102, rue du Commandant Charcot 69005 Lyon",
Le Boucan Canot,"2, rue de la Loge 69005 Lyon",
La Conciergerie,"12, quai Pierre Scize 69009 Lyon",
G. Restaurant,"4, rue René Leynaud 69001 Lyon",
Brasserie aux 9 Triomphes,"4, route de Vienne 69007 Lyon",
Le Petit Bedon,14 Rue Palais Grillet 69002 Lyon,
Le Swit,"128, rue Baraban 69003 Lyon",8
Le Jardin de Berthe Ainay,"3, rue de Fleurieu 69002 Lyon","8,4"
"Ristretto by ""Red Café""","3, place Gailleton 69002 Lyon","8,6"
Le Ferrari,162 Cours Docteur Long 69003 Lyon,"8,1"
L'Authentique Steack House,"38, rue de l'Arbre Sec 69001 Lyon","8,3"
Don Vito,"154, avenue des Frères Lumière 69008 Lyon","8,7"
Les Ventres Jaunes,2 Place Neuve Saint-Jean 69005 Lyon,"7,2"
à KGB,"2, rue des Bons Enfants 69007 Lyon","7,2"
Devdas Tandoori,10 Rue Terme 69001 Lyon,"9,1"
Evidence,"95, cours du Docteur Long 69003 Lyon","8,9"
